[2026-04-22 13:43:53] Trap watcher started | watching: C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys
[2026-04-22 14:14:10] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\event_logs.txt
[2026-04-22 14:14:15] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\HR\employee_notes.txt
[2026-04-22 14:14:15] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\passwords.txt
[2026-04-22 14:14:15] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\test.txt
[2026-04-22 14:14:15] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\vpn_config.cfg
[2026-04-22 14:14:15] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\q4_budget.csv
[2026-04-22 14:14:15] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\workstation_todo.txt
[2026-04-22 14:14:15] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\app_config.cfg
[2026-04-22 14:14:15] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\db_connection.txt
[2026-04-22 14:14:15] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\confidential_chirps.csv
[2026-04-22 14:14:15] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\deleted_chirps.csv
[2026-04-22 14:14:15] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\access_logs.txt
[2026-04-22 14:14:15] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\event_logs.txt
[2026-04-22 14:14:20] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\HR\employee_notes.txt
[2026-04-22 14:14:20] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\passwords.txt
[2026-04-22 14:14:20] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\test.txt
[2026-04-22 14:14:20] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\vpn_config.cfg
[2026-04-22 14:14:20] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\q4_budget.csv
[2026-04-22 14:14:20] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\workstation_todo.txt
[2026-04-22 14:14:20] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\app_config.cfg
[2026-04-22 14:14:20] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\db_connection.txt
[2026-04-22 14:14:20] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\confidential_chirps.csv
[2026-04-22 14:14:20] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\deleted_chirps.csv
[2026-04-22 14:14:20] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\access_logs.txt
[2026-04-22 14:14:20] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\event_logs.txt
[2026-04-22 14:14:25] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\HR\employee_notes.txt
[2026-04-22 14:14:25] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\passwords.txt
[2026-04-22 14:14:25] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\test.txt
[2026-04-22 14:14:25] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\vpn_config.cfg
[2026-04-22 14:14:25] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\q4_budget.csv
[2026-04-22 14:14:25] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\workstation_todo.txt
[2026-04-22 14:14:25] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\app_config.cfg
[2026-04-22 14:14:25] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\db_connection.txt
[2026-04-22 14:14:25] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\confidential_chirps.csv
[2026-04-22 14:14:25] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\deleted_chirps.csv
[2026-04-22 14:14:25] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\access_logs.txt
[2026-04-22 14:14:25] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\event_logs.txt
[2026-04-22 14:14:30] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\HR\employee_notes.txt
[2026-04-22 14:14:30] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\passwords.txt
[2026-04-22 14:14:30] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\test.txt
[2026-04-22 14:14:30] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\vpn_config.cfg
[2026-04-22 14:14:30] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\q4_budget.csv
[2026-04-22 14:14:30] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\workstation_todo.txt
[2026-04-22 14:14:30] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\app_config.cfg
[2026-04-22 14:14:30] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\db_connection.txt
[2026-04-22 14:14:30] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\confidential_chirps.csv
[2026-04-22 14:14:30] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\deleted_chirps.csv
[2026-04-22 14:14:30] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\access_logs.txt
[2026-04-22 14:14:30] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\event_logs.txt
[2026-04-22 14:14:35] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\HR\employee_notes.txt
[2026-04-22 14:14:35] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\passwords.txt
[2026-04-22 14:14:35] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\test.txt
[2026-04-22 14:14:35] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\vpn_config.cfg
[2026-04-22 14:14:35] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\q4_budget.csv
[2026-04-22 14:14:35] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\workstation_todo.txt
[2026-04-22 14:14:35] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\app_config.cfg
[2026-04-22 14:14:35] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\db_connection.txt
[2026-04-22 14:14:35] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\confidential_chirps.csv
[2026-04-22 14:14:35] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\deleted_chirps.csv
[2026-04-22 14:14:35] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\access_logs.txt
[2026-04-22 14:14:35] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\event_logs.txt
[2026-04-22 14:14:40] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\HR\employee_notes.txt
[2026-04-22 14:14:40] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\passwords.txt
[2026-04-22 14:14:40] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\test.txt
[2026-04-22 14:14:40] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\vpn_config.cfg
[2026-04-22 14:14:40] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\q4_budget.csv
[2026-04-22 14:14:40] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\workstation_todo.txt
[2026-04-22 14:14:40] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\app_config.cfg
[2026-04-22 14:14:40] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\db_connection.txt
[2026-04-22 14:14:40] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\confidential_chirps.csv
[2026-04-22 14:14:40] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\deleted_chirps.csv
[2026-04-22 14:14:40] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\access_logs.txt
[2026-04-22 14:14:40] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\event_logs.txt
[2026-04-22 14:14:45] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\HR\employee_notes.txt
[2026-04-22 14:14:45] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\passwords.txt
[2026-04-22 14:14:45] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\test.txt
[2026-04-22 14:14:45] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\vpn_config.cfg
[2026-04-22 14:14:45] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\q4_budget.csv
[2026-04-22 14:14:45] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\workstation_todo.txt
[2026-04-22 14:14:45] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\app_config.cfg
[2026-04-22 14:14:45] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\db_connection.txt
[2026-04-22 14:14:45] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\confidential_chirps.csv
[2026-04-22 14:14:45] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\deleted_chirps.csv
[2026-04-22 14:14:45] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\access_logs.txt
[2026-04-22 14:14:45] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\event_logs.txt
[2026-04-22 14:14:50] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\HR\employee_notes.txt
[2026-04-22 14:14:50] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\passwords.txt
[2026-04-22 14:14:50] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\test.txt
[2026-04-22 14:14:50] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\vpn_config.cfg
[2026-04-22 14:14:50] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\q4_budget.csv
[2026-04-22 14:14:50] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\workstation_todo.txt
[2026-04-22 14:14:50] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\app_config.cfg
[2026-04-22 14:14:50] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\db_connection.txt
[2026-04-22 14:14:50] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\confidential_chirps.csv
[2026-04-22 14:14:50] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\deleted_chirps.csv
[2026-04-22 14:14:50] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\access_logs.txt
[2026-04-22 14:14:50] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\event_logs.txt
[2026-04-22 14:14:55] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\HR\employee_notes.txt
[2026-04-22 14:14:55] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\passwords.txt
[2026-04-22 14:14:55] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\test.txt
[2026-04-22 14:14:55] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\vpn_config.cfg
[2026-04-22 14:14:55] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\q4_budget.csv
[2026-04-22 14:14:55] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\workstation_todo.txt
[2026-04-22 14:14:55] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\app_config.cfg
[2026-04-22 14:14:55] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\db_connection.txt
[2026-04-22 14:14:55] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\confidential_chirps.csv
[2026-04-22 14:14:55] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\deleted_chirps.csv
[2026-04-22 14:14:55] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\access_logs.txt
[2026-04-22 14:14:55] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\event_logs.txt
[2026-04-22 14:15:00] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\HR\employee_notes.txt
[2026-04-22 14:15:00] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\passwords.txt
[2026-04-22 14:15:00] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\test.txt
[2026-04-22 14:15:00] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\vpn_config.cfg
[2026-04-22 14:15:00] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\q4_budget.csv
[2026-04-22 14:15:00] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\workstation_todo.txt
[2026-04-22 14:15:00] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\app_config.cfg
[2026-04-22 14:15:00] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\db_connection.txt
[2026-04-22 14:15:00] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\confidential_chirps.csv
[2026-04-22 14:15:00] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\deleted_chirps.csv
[2026-04-22 14:15:00] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\access_logs.txt
[2026-04-22 14:15:00] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\event_logs.txt
[2026-04-22 14:15:05] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\HR\employee_notes.txt
[2026-04-22 14:15:05] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\passwords.txt
[2026-04-22 14:15:05] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\test.txt
[2026-04-22 14:15:05] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\vpn_config.cfg
[2026-04-22 14:15:05] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\q4_budget.csv
[2026-04-22 14:15:05] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\workstation_todo.txt
[2026-04-22 14:15:05] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\app_config.cfg
[2026-04-22 14:15:05] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\db_connection.txt
[2026-04-22 14:15:05] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\confidential_chirps.csv
[2026-04-22 14:15:05] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\deleted_chirps.csv
[2026-04-22 14:15:05] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\access_logs.txt
[2026-04-22 14:15:05] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\event_logs.txt
[2026-04-22 14:15:10] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\HR\employee_notes.txt
[2026-04-22 14:15:10] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\passwords.txt
[2026-04-22 14:15:10] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\test.txt
[2026-04-22 14:15:10] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\vpn_config.cfg
[2026-04-22 14:15:10] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\q4_budget.csv
[2026-04-22 14:15:10] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\workstation_todo.txt
[2026-04-22 14:15:10] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\app_config.cfg
[2026-04-22 14:15:10] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\db_connection.txt
[2026-04-22 14:15:10] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\confidential_chirps.csv
[2026-04-22 14:15:10] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\deleted_chirps.csv
[2026-04-22 14:15:10] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\access_logs.txt
[2026-04-22 14:15:10] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\event_logs.txt
[2026-04-22 14:15:15] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\HR\employee_notes.txt
[2026-04-22 14:15:15] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\passwords.txt
[2026-04-22 14:15:15] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\test.txt
[2026-04-22 14:15:15] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\IT\vpn_config.cfg
[2026-04-22 14:15:15] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\q4_budget.csv
[2026-04-22 14:15:15] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\workstation\Projects\workstation_todo.txt
[2026-04-22 14:15:15] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\app_config.cfg
[2026-04-22 14:15:15] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\config\db_connection.txt
[2026-04-22 14:15:15] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\confidential_chirps.csv
[2026-04-22 14:15:15] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\data\deleted_chirps.csv
[2026-04-22 14:15:15] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\access_logs.txt
[2026-04-22 14:15:15] FILE OPENED / READ | C:\Users\andyr\PycharmProjects\week-13-traps-and-decoys-andrew-hamilton-1\docs\decoys\server\logs\event_logs.txt
